fips,hrs_82,latitude,longitude,longitudes,latlong,latlong_placement,name,street,city,state,zip
"47179061200",19.25,36.366669,82.345001,-82.345001,1,0,"CASH HOLLOW DUMP","CASH HOLLOW RD/N OF JOHNSON","Johnson City","TN","37601"
"48113015800",35.099998,32.743332,96.936668,-96.936668,1,1,"BIO-ECOLOGY SYSTEMS, INC.","4100 E JEFFERSON","Grand Prairie","TX","75051"
"48167723800",62.700001,29.334719,94.933334,-94.933334,1,1,"MOTCO, INC.","JCT HIGHWAYS 3 6 & 75","La Marque","TX","77590"
"48201252700",61.599998,29.881668,95.08667,-95.08667,1,1,"SIKES DISPOSAL PITS","US HWY 90","Crosby","TX","77532"
"48201252800",63.299999,29.879601,95.073898,-95.073898,1,1,"FRENCH, LTD.","SAN JACINTO RIVER CROSSING","Crosby","TX","77532"
"48201252900",37.66,29.8141,95.078598,-95.078598,1,1,"HIGHLANDS ACID PIT","611 BATTLEBELL - CLEAR LAKE ROAD","Highlands","TX","77562"
"48201340200",33.939999,29.624399,95.162697,-95.162697,1,1,"HARRIS (FARLEY STREET)","1000'S OF GENOA RED BLUFF RD","Houston","TX","77502"
"48339693500",19,30.331669,95.456673,-95.456673,1,1,"UNITED CREOSOTING","2ND & HILBIG","Conroe","TX","77301"
"48361020300",28.74,30.058001,93.809303,-93.809303,1,1,"TRIANGLE CHEMICAL CO.","HWY 87 3 MI N OF TOWN","Bridge City","TX","77611"
"48407200102",26.6,30.486111,95.333344,-95.333344,1,1,"PIG ROAD","1 1/2 MI S OF MAYNARD","San Jacinto","TX","77358"
"49035100400",7.5,40.800098,111.9223,-111.9223,1,1,"ROSE PARK SLUDGE PIT","1420 N 1100 W","Salt Lake City","UT","84116"
"50007001000",40.400002,44.466667,73.218063,-73.218063,1,1,"PINE STREET CANAL","KING ST","Burlington","VT","05401"
"51161030300",31.860001,37.256901,80.167503,-80.167503,1,1,"MATTHEWS ELECTROPLATING","ROUTE 796","Roanoke County","VA","24153"
"51199050303",47.189999,37.176998,76.463097,-76.463097,1,1,"CHISMAN CREEK","WOLF TRAP RD","York County","VA","23692"
"53011042600",57.919998,45.621498,122.644,-122.644,1,1,"FRONTIER HARD CHROME, INC.","113 Y ST","Vancouver","WA","98661"
"53033009900",41.790001,47.579399,122.3522,-122.3522,1,1,"HARBOR ISLAND (LEAD)","MOUTH OF DUWAMISH RIVER","Seattle","WA","98134"
"53033029201",36.299999,47.424999,122.2417,-122.2417,1,1,"WESTERN PROCESSING CO., INC.","7215 S 196TH ST","Kent","WA","98031"
"53033031904",21.02,47.450001,122.0417,-122.0417,1,1,"QUEEN CITY FARMS","S 1/2 SEC 28-MAPLE VALLEY QUAD","Maple Valley","WA","98038"
"53053062600",54.630001,47.229439,122.4714,-122.4714,1,1,"COMMENCEMENT BAY, SOUTH TACOMA CHANNEL","SOUTH TACOMA CHANNEL OF COMMEN","Tacoma","WA","98402"
"53053071806",29.07,47.140598,122.4993,-122.4993,1,1,"LAKEWOOD","I-5 AND NEW YORK AVE","Lakewood","WA","98438"
"53063010305",40.049999,47.861668,117.3483,-117.3483,1,1,"COLBERT LANDFILL","ELK-CHATTEROY RD","Spokane","WA","99005"
"53063011201",41.259998,47.755001,117.3767,-117.3767,1,1,"KAISER ALUMINUM MEAD WORKS","HAWTHORNE RD-1.2 M FROM DIV.RD","Mead","WA","99207"
"53077001300",32.18,46.566669,120.4933,-120.4933,1,1,"FMC CORP. (YAKIMA PIT)","4 W WASHINGTON AV","Yakima","WA","98903"
"54009031200",31.889999,40.340282,80.606941,-80.606941,1,1,"FOLLANSBEE SITE","NEAR BENCH MARK 681","Follansbee","WV","26037"
"54011010600",26.129999,38.429829,82.219719,-82.219719,1,1,"MUD RIVER PESTICIDE SITE","HOWELLS MILL RD","Ona","WV","25545"
"54039013200",26.76,38.346001,81.771004,-81.771004,,,"SMITH CREEK","SMITH CREEK DUMP","S. Charleston","WV","25309"
"54039013600",9.4799995,38.388962,81.831909,-81.831909,1,1,"ST. ALBANS CHEMICAL WASTE (MARKAY CHEM)","302 MCCORKLE AVE","St. Albans","WV","25177"
"54039013700",13.61,38.390999,81.874496,-81.874496,1,,"TACKETTS CREEK","ARBORLAND ACRES","St. Albans","WV","25177"
"54049020700",15.51,39.505001,80.123001,-80.123001,,,"CULLET PILE SALVAGE YARD","ROUTE 7 / 22 (HOULT ROAD)","Fairmont","WV","26554"
"54079020500",36.299999,38.42667,81.842499,-81.842499,1,1,"FIKE CHEMICAL, INC.","W 19TH ST","Nitro","WV","25143"
"54107000802",3.9000001,39.241669,81.530312,-81.530312,1,0,"ELDER STREET LANDFILL","ELDER ST","Parkersburg","WV","26101"
